2,1,1,1,1
38,1,1,1,1
1,3,1,1,1
1,4,1,1,1
1,14,1,1,1
1,16,1,1,1
1,20,1,1,1
1,26,1,1,1
1,30,1,1,1
1,31,1,1,1
1,33,1,1,1
1,36,1,1,1
1,37,1,1,1
1,1,2,1,1
7,1,2,1,1
8,1,2,1,1
10,1,2,1,1
14,1,2,1,1
15,1,2,1,1
17,1,2,1,1
18,1,2,1,1
20,1,2,1,1
22,1,2,1,1
24,1,2,1,1
26,1,2,1,1
27,1,2,1,1
28,1,2,1,1
30,1,2,1,1
31,1,2,1,1
32,1,2,1,1
34,1,2,1,1
35,1,2,1,1
38,1,2,1,1
40,1,2,1,1
41,1,2,1,1
42,1,2,1,1
43,1,2,1,1
45,1,2,1,1
48,1,2,1,1
50,1,2,1,1
51,1,2,1,1
54,1,2,1,1
55,1,2,1,1
57,1,2,1,1
58,1,2,1,1
59,1,2,1,1
61,1,2,1,1
62,1,2,1,1
64,1,2,1,1
66,1,2,1,1
67,1,2,1,1
68,1,2,1,1
71,1,2,1,1
75,1,2,1,1
77,1,2,1,1
78,1,2,1,1
79,1,2,1,1
80,1,2,1,1
82,1,2,1,1
83,1,2,1,1
84,1,2,1,1
96,1,2,1,1
99,1,2,1,1
101,1,2,1,1
107,1,2,1,1
111,1,2,1,1
120,1,2,1,1
138,1,2,1,1
146,1,2,1,1
155,1,2,1,1
157,1,2,1,1
163,1,2,1,1
166,1,2,1,1
170,1,2,1,1
172,1,2,1,1
175,1,2,1,1
184,1,2,1,1
187,1,2,1,1
190,1,2,1,1
196,1,2,1,1
203,1,2,1,1
207,1,2,1,1
213,1,2,1,1
215,1,2,1,1
229,1,2,1,1
261,1,2,1,1
263,1,2,1,1
268,1,2,1,1
269,1,2,1,1
324,1,2,1,1
2,4,2,1,1
2,5,2,1,1
2,6,2,1,1
2,7,2,1,1
2,8,2,1,1
2,9,2,1,1
2,10,2,1,1
2,11,2,1,1
2,12,2,1,1
2,14,2,1,1
2,15,2,1,1
2,17,2,1,1
2,19,2,1,1
2,20,2,1,1
2,22,2,1,1
2,23,2,1,1
2,26,2,1,1
2,28,2,1,1
2,29,2,1,1
2,30,2,1,1
2,31,2,1,1
2,32,2,1,1
2,33,2,1,1
2,34,2,1,1
38,1,3,1,1
67,1,3,1,1
71,1,3,1,1
170,1,3,1,1
3,3,3,1,1
3,5,3,1,1
3,6,3,1,1
3,7,3,1,1
3,9,3,1,1
3,14,3,1,1
3,16,3,1,1
3,24,3,1,1
3,25,3,1,1
3,26,3,1,1
3,29,3,1,1
3,32,3,1,1
38,1,6,1,1
6,5,6,1,1
6,23,6,1,1
6,24,6,1,1
6,25,6,1,1
6,27,6,1,1
6,29,6,1,1
2,1,7,1,1
34,1,7,1,1
38,1,7,1,1
67,1,7,1,1
157,1,7,1,1
170,1,7,1,1
7,3,7,1,1
7,4,7,1,1
7,5,7,1,1
7,6,7,1,1
7,7,7,1,1
7,8,7,1,1
7,9,7,1,1
7,10,7,1,1
7,11,7,1,1
7,14,7,1,1
7,15,7,1,1
7,18,7,1,1
7,19,7,1,1
7,20,7,1,1
7,21,7,1,1
7,23,7,1,1
7,28,7,1,1
7,30,7,1,1
7,31,7,1,1
7,32,7,1,1
7,33,7,1,1
7,34,7,1,1
7,36,7,1,1
2,1,8,1,1
38,1,8,1,1
8,3,8,1,1
8,4,8,1,1
8,5,8,1,1
8,7,8,1,1
8,9,8,1,1
8,10,8,1,1
8,17,8,1,1
8,18,8,1,1
8,21,8,1,1
8,22,8,1,1
8,23,8,1,1
8,36,8,1,1
157,1,9,1,1
9,2,9,1,1
9,3,9,1,1
9,9,9,1,1
9,15,9,1,1
9,18,9,1,1
2,1,10,1,1
38,1,10,1,1
157,1,10,1,1
10,6,10,1,1
10,7,10,1,1
10,14,10,1,1
10,24,10,1,1
10,26,10,1,1
10,28,10,1,1
10,32,10,1,1
38,1,13,1,1
13,5,13,1,1
13,25,13,1,1
2,1,14,1,1
38,1,14,1,1
157,1,14,1,1
14,3,14,1,1
14,4,14,1,1
14,5,14,1,1
14,7,14,1,1
14,8,14,1,1
14,9,14,1,1
14,10,14,1,1
14,11,14,1,1
14,12,14,1,1
14,14,14,1,1
14,18,14,1,1
14,20,14,1,1
14,21,14,1,1
14,24,14,1,1
14,25,14,1,1
14,26,14,1,1
14,27,14,1,1
14,30,14,1,1
14,31,14,1,1
14,32,14,1,1
14,33,14,1,1
14,36,14,1,1
14,37,14,1,1
2,1,15,1,1
38,1,15,1,1
170,1,15,1,1
15,3,15,1,1
15,4,15,1,1
15,5,15,1,1
15,6,15,1,1
15,7,15,1,1
15,8,15,1,1
15,9,15,1,1
15,10,15,1,1
15,11,15,1,1
15,12,15,1,1
15,13,15,1,1
15,14,15,1,1
15,15,15,1,1
15,17,15,1,1
15,19,15,1,1
15,20,15,1,1
15,21,15,1,1
15,23,15,1,1
15,25,15,1,1
15,26,15,1,1
15,27,15,1,1
15,31,15,1,1
15,32,15,1,1
15,33,15,1,1
15,34,15,1,1
15,37,15,1,1
2,1,17,1,1
38,1,17,1,1
157,1,17,1,1
17,2,17,1,1
17,6,17,1,1
17,7,17,1,1
17,8,17,1,1
17,9,17,1,1
17,11,17,1,1
17,15,17,1,1
17,18,17,1,1
17,23,17,1,1
2,1,18,1,1
157,1,18,1,1
18,2,18,1,1
18,3,18,1,1
18,9,18,1,1
18,13,18,1,1
18,15,18,1,1
18,23,18,1,1
18,24,18,1,1
18,26,18,1,1
18,32,18,1,1
18,36,18,1,1
2,1,20,1,1
38,1,20,1,1
20,2,20,1,1
20,3,20,1,1
20,4,20,1,1
20,5,20,1,1
20,7,20,1,1
20,8,20,1,1
20,9,20,1,1
20,10,20,1,1
20,14,20,1,1
20,17,20,1,1
20,18,20,1,1
20,22,20,1,1
20,24,20,1,1
20,31,20,1,1
20,32,20,1,1
20,36,20,1,1
2,1,22,1,1
38,1,22,1,1
120,1,22,1,1
22,3,22,1,1
22,4,22,1,1
22,5,22,1,1
22,8,22,1,1
22,9,22,1,1
22,10,22,1,1
22,11,22,1,1
22,12,22,1,1
22,14,22,1,1
22,15,22,1,1
22,17,22,1,1
22,18,22,1,1
22,19,22,1,1
22,20,22,1,1
22,21,22,1,1
22,22,22,1,1
22,23,22,1,1
22,25,22,1,1
22,26,22,1,1
22,27,22,1,1
22,30,22,1,1
22,31,22,1,1
22,32,22,1,1
22,33,22,1,1
22,34,22,1,1
22,36,22,1,1
2,1,24,1,1
38,1,24,1,1
24,4,24,1,1
24,5,24,1,1
24,7,24,1,1
24,9,24,1,1
24,10,24,1,1
24,11,24,1,1
24,12,24,1,1
24,14,24,1,1
24,25,24,1,1
24,29,24,1,1
24,30,24,1,1
24,33,24,1,1
24,34,24,1,1
24,37,24,1,1
2,1,26,1,1
34,1,26,1,1
38,1,26,1,1
157,1,26,1,1
26,3,26,1,1
26,4,26,1,1
26,5,26,1,1
26,7,26,1,1
26,9,26,1,1
26,11,26,1,1
26,13,26,1,1
26,14,26,1,1
26,16,26,1,1
26,18,26,1,1
26,19,26,1,1
26,20,26,1,1
26,21,26,1,1
26,23,26,1,1
26,24,26,1,1
26,26,26,1,1
26,31,26,1,1
26,33,26,1,1
26,36,26,1,1
2,1,27,1,1
38,1,27,1,1
27,3,27,1,1
27,4,27,1,1
27,5,27,1,1
27,6,27,1,1
27,7,27,1,1
27,8,27,1,1
27,9,27,1,1
27,11,27,1,1
27,12,27,1,1
27,13,27,1,1
27,14,27,1,1
27,17,27,1,1
27,18,27,1,1
27,19,27,1,1
27,20,27,1,1
27,24,27,1,1
27,25,27,1,1
27,28,27,1,1
27,31,27,1,1
27,32,27,1,1
27,33,27,1,1
27,34,27,1,1
27,35,27,1,1
2,1,28,1,1
34,1,28,1,1
38,1,28,1,1
157,1,28,1,1
170,1,28,1,1
28,4,28,1,1
28,5,28,1,1
28,6,28,1,1
28,7,28,1,1
28,8,28,1,1
28,9,28,1,1
28,11,28,1,1
28,12,28,1,1
28,13,28,1,1
28,14,28,1,1
28,17,28,1,1
28,19,28,1,1
28,20,28,1,1
28,24,28,1,1
28,28,28,1,1
28,31,28,1,1
28,32,28,1,1
28,33,28,1,1
28,34,28,1,1
38,1,29,1,1
29,5,29,1,1
29,10,29,1,1
29,25,29,1,1
2,1,30,1,1
38,1,30,1,1
30,2,30,1,1
30,3,30,1,1
30,13,30,1,1
30,14,30,1,1
30,18,30,1,1
30,20,30,1,1
30,23,30,1,1
30,29,30,1,1
30,31,30,1,1
2,1,31,1,1
38,1,31,1,1
157,1,31,1,1
170,1,31,1,1
31,4,31,1,1
31,5,31,1,1
31,6,31,1,1
31,7,31,1,1
